,Tree Name,Girth (m),Height (m)
4304,OTHER,1.24,6.00
4305,OTHER,0.81,6.00
4306,OTHER,0.92,6.00
4307,OTHER,1.14,6.00
4308,OTHER,0.81,6.00
4309,OTHER,1.56,6.00
4310,OTHER,1.54,6.00
4311,OTHER,0.81,6.00
4312,OTHER,0.96,6.00
4313,OTHER,2.13,6.00
4314,OTHER,1.52,6.00
4315,OTHER,1.44,6.00
4316,OTHER,1.54,6.00
4317,OTHER,2.13,6.00
4318,OTHER,1.02,6.00
4319,OTHER,0.96,6.00
4320,OTHER,1.02,6.00
4321,OTHER,1.52,6.00
4322,OTHER,1.45,6.00
4323,OTHER,0.50,6.00
4324,OTHER,0.80,6.00
4325,OTHER,1.34,6.00
4326,OTHER,0.76,6.00
4327,OTHER,0.62,6.00
4328,OTHER,1.56,6.00
4329,OTHER,2.13,6.00
4330,OTHER,0.81,6.00
4331,OTHER,0.80,6.00
4332,OTHER,1.34,6.00
4333,OTHER,1.12,6.00
4334,OTHER,1.54,6.00
4335,OTHER,0.81,6.00
4336,OTHER,0.81,6.00
4337,OTHER,1.24,6.00
4338,OTHER,1.56,6.00
4339,OTHER,2.13,6.00
4340,OTHER,1.14,6.00
4341,OTHER,0.81,6.00
4342,OTHER,0.96,6.00
4343,OTHER,0.81,6.00
4344,OTHER,0.92,6.00
4345,OTHER,0.82,6.00
4346,OTHER,0.46,6.00
4347,OTHER,0.86,6.00
4348,OTHER,0.89,6.00
4349,OTHER,0.78,6.00
4350,OTHER,0.84,6.00
4351,OTHER,0.96,6.00
4352,OTHER,0.92,6.00
4353,OTHER,0.64,6.00
4354,OTHER,0.81,6.00
4355,OTHER,0.92,6.00
4356,OTHER,0.89,6.00
4357,OTHER,0.89,6.00
4358,OTHER,1.24,6.00
4359,OTHER,0.86,6.00
4360,OTHER,1.34,6.00
4361,OTHER,1.54,6.00
4362,OTHER,2.13,6.00
4363,OTHER,0.81,6.00
4364,OTHER,1.44,6.00
4365,OTHER,1.45,6.00
4366,OTHER,0.76,6.00
4367,OTHER,0.96,6.00
4368,OTHER,1.02,6.00
4369,OTHER,1.34,6.00
4370,OTHER,0.76,6.00
4371,OTHER,0.76,6.00
4372,OTHER,0.62,6.00
4373,OTHER,1.56,6.00
4374,OTHER,1.12,6.00
4375,OTHER,0.62,6.00
4376,OTHER,1.54,6.00
4377,OTHER,2.13,6.00
4378,OTHER,1.02,6.00
4379,OTHER,0.62,6.00
4380,OTHER,1.56,6.00
4381,OTHER,1.44,6.00
4382,OTHER,1.34,6.00
4383,OTHER,0.76,6.00
4384,OTHER,1.64,6.00
4385,OTHER,2.44,6.00
4386,OTHER,0.80,6.00
4387,OTHER,1.24,6.00
4388,OTHER,1.34,6.00
4389,OTHER,1.02,6.00
4390,OTHER,1.52,6.00
4391,OTHER,1.56,6.00
4392,OTHER,1.12,6.00
4393,OTHER,1.02,6.00
4394,OTHER,1.34,6.00
4395,OTHER,0.76,6.00
4396,OTHER,2.78,6.00
4397,OTHER,2.08,6.00
4398,OTHER,1.34,6.00
4399,OTHER,2.78,6.00
4400,OTHER,0.76,6.00
4401,OTHER,0.62,10.00
4402,OTHER,1.45,10.00
4403,OTHER,1.34,6.00
4404,OTHER,0.76,6.00
4405,OTHER,0.62,10.00
4406,OTHER,1.56,10.00
4407,OTHER,1.98,10.00
4408,OTHER,1.48,10.00
4409,OTHER,0.98,10.00
4410,OTHER,2.78,6.00
4411,OTHER,2.02,6.00
4412,OTHER,1.54,4.00
4413,OTHER,0.58,5.00
4414,OTHER,1.21,5.00
4415,OTHER,1.52,10.00
4416,OTHER,1.89,10.00
4417,OTHER,0.86,6.00
4418,OTHER,1.32,6.00
4419,OTHER,1.15,6.00
4420,OTHER,2.64,10.00
4421,OTHER,1.42,3.00
4422,OTHER,1.32,8.00
4423,OTHER,0.89,4.00
4424,OTHER,1.38,10.00
4425,OTHER,1.92,12.00
4426,OTHER,0.84,6.00
4427,OTHER,0.72,6.00
4428,OTHER,0.86,6.00
4429,OTHER,1.04,6.00
4430,OTHER,1.48,6.00
4431,OTHER,1.02,6.00
4432,OTHER,1.04,8.00
4433,OTHER,2.45,6.00
4434,OTHER,1.04,8.00
4435,OTHER,3.08,4.00
4436,OTHER,2.06,10.00
4437,OTHER,0.84,6.00
4438,OTHER,1.24,10.00
4439,OTHER,1.96,12.00
4440,OTHER,1.02,6.00
4441,OTHER,1.94,6.00
4442,OTHER,0.64,4.00
4443,OTHER,1.58,6.00
4444,OTHER,1.12,6.00
4445,OTHER,1.02,6.00
4446,OTHER,0.84,6.00
4447,OTHER,0.46,6.00
4448,OTHER,1.68,6.00
4449,OTHER,2.04,15.00
4450,OTHER,2.02,15.00
4451,OTHER,1.24,10.00
4452,OTHER,2.24,16.00
4453,OTHER,2.43,15.00
4454,OTHER,1.04,6.00
4455,OTHER,0.84,12.00
4456,OTHER,1.21,12.00
4457,OTHER,1.12,12.00
4458,OTHER,1.02,12.00
4459,OTHER,0.75,12.00
4460,OTHER,2.42,6.00
4461,OTHER,0.48,3.00
4462,OTHER,0.62,3.00
4463,OTHER,0.42,5.00
4464,OTHER,0.69,5.00
4465,OTHER,0.79,6.00
4466,OTHER,0.45,4.00
4467,OTHER,0.36,4.00
4468,OTHER,0.76,7.00
4469,OTHER,0.45,5.00
4470,OTHER,1.02,8.00
4471,OTHER,1.09,8.00
4472,OTHER,1.05,8.00
4473,OTHER,0.49,6.00
4474,OTHER,0.42,4.00
4475,OTHER,0.46,4.00
4476,OTHER,0.62,5.00
4477,OTHER,0.75,5.00
4478,OTHER,0.42,5.00
4479,OTHER,0.42,5.00
4480,OTHER,0.35,6.00
4481,OTHER,0.36,6.00
4482,OTHER,0.39,7.00
4483,OTHER,0.46,5.00
4484,OTHER,0.76,7.00
4485,OTHER,0.79,6.00
4486,OTHER,1.03,12.00
4487,OTHER,0.79,7.00
4488,OTHER,0.86,8.00
4489,OTHER,0.89,9.00
4490,OTHER,0.46,5.00
4491,OTHER,0.63,5.00
4492,OTHER,1.15,7.00
4493,OTHER,1.56,8.00
4494,OTHER,0.65,5.00
4495,OTHER,1.02,9.00
4496,OTHER,0.36,6.00
4497,OTHER,0.45,7.00
4498,OTHER,0.65,7.00
4499,OTHER,0.45,5.00
4500,OTHER,0.65,6.00
4501,OTHER,0.75,7.00
4502,OTHER,0.65,6.00
4503,OTHER,1.50,10.00
4504,OTHER,0.45,6.00
4505,OTHER,0.65,6.00
4506,OTHER,0.75,6.00
4507,OTHER,0.45,6.00
4508,OTHER,1.01,10.00
4509,OTHER,1.03,10.00
4510,OTHER,0.67,6.00
4511,OTHER,0.45,6.00
4512,OTHER,0.78,6.00
4513,OTHER,0.45,6.00
4514,OTHER,0.45,6.00
4515,OTHER,2.01,12.00
4516,OTHER,0.68,4.00
4517,OTHER,0.65,4.00
4518,OTHER,0.36,4.00
4519,OTHER,0.68,8.00
4520,OTHER,1.05,6.00
4521,OTHER,1.02,6.00
4522,OTHER,0.45,5.00
4523,OTHER,0.46,5.00
4524,OTHER,0.48,5.00
4525,OTHER,0.78,6.00
4526,OTHER,0.67,6.00
4527,OTHER,0.46,5.00
4528,OTHER,0.35,6.00
4529,OTHER,0.36,6.00
4530,OTHER,0.47,6.00
4531,OTHER,0.67,6.00
4532,OTHER,0.62,5.00
4533,OTHER,0.45,5.00
4534,OTHER,0.43,5.00
4535,OTHER,0.45,5.00
4536,OTHER,1.50,8.00
4537,OTHER,0.45,5.00
4538,OTHER,0.65,6.00
4539,OTHER,1.01,8.00
4540,OTHER,0.48,5.00
4541,OTHER,0.45,5.00
4542,OTHER,0.65,5.00
4543,OTHER,0.65,5.00
4544,OTHER,0.48,5.00
4545,OTHER,0.45,6.00
4546,OTHER,1.02,7.00
4547,OTHER,0.45,5.00
4548,OTHER,0.43,5.00
4549,OTHER,0.75,5.00
4550,OTHER,0.85,5.00
4551,OTHER,0.56,5.00
4552,OTHER,0.86,5.00
4553,OTHER,0.74,5.00
4554,OTHER,0.56,5.00
4555,OTHER,0.62,5.00
4556,OTHER,0.48,5.00
4557,OTHER,0.46,5.00
4558,OTHER,0.48,5.00
4559,OTHER,0.79,5.00
4560,OTHER,0.68,5.00
4561,OTHER,0.45,5.00
4562,OTHER,0.45,5.00
4563,OTHER,0.48,5.00
4564,OTHER,0.49,5.00
4565,OTHER,0.75,5.00
4566,OTHER,0.46,5.00
4567,OTHER,0.96,5.00
4568,OTHER,0.53,5.00
4569,OTHER,0.65,5.00
4570,OTHER,0.45,5.00
4571,OTHER,0.49,5.00
4572,OTHER,0.46,5.00
4573,OTHER,0.64,5.00
4574,OTHER,0.12,6.00
4575,OTHER,1.20,6.00
4576,OTHER,0.52,6.00
4577,OTHER,0.62,6.00
4578,OTHER,0.82,6.00
4579,OTHER,0.86,6.00
4580,OTHER,0.92,4.00
4581,OTHER,0.42,5.00
4582,OTHER,0.62,6.00
4583,OTHER,1.02,6.00
4584,OTHER,0.42,6.00
4585,OTHER,0.52,4.00
4586,OTHER,1.32,4.00
4587,OTHER,0.62,4.00
4588,OTHER,0.96,4.00
4589,OTHER,0.82,4.00
4590,OTHER,0.92,6.00
4591,OTHER,0.89,4.00
4592,OTHER,0.42,4.00
4593,OTHER,0.32,2.00
4594,OTHER,0.82,7.00
4595,OTHER,1.02,7.00
4596,OTHER,0.82,4.00
4597,OTHER,0.52,4.00
4598,OTHER,0.82,4.00
4599,OTHER,1.02,10.00
4600,OTHER,1.14,10.00
4601,OTHER,1.58,10.00
4602,OTHER,0.86,8.00
4603,OTHER,2.85,5.00
4604,OTHER,0.62,6.00
4605,OTHER,1.02,6.00
4606,OTHER,3.12,10.00
4607,OTHER,0.74,4.00
4608,OTHER,0.78,4.00
4609,OTHER,1.24,7.00
4610,OTHER,1.16,10.00
4611,OTHER,0.92,10.00
4612,OTHER,0.92,6.00
4613,OTHER,3.04,8.00
4614,OTHER,3.01,4.00
4615,OTHER,1.98,9.00
4616,OTHER,4.21,6.00
4617,OTHER,0.62,6.00
4618,OTHER,3.54,4.00
4619,OTHER,1.44,10.00
4620,OTHER,1.02,10.00
4621,OTHER,1.08,10.00
4622,OTHER,1.28,6.00
4623,OTHER,1.24,6.00
4624,OTHER,1.02,6.00
4625,OTHER,0.82,6.00
4626,OTHER,3.21,6.00
4627,OTHER,0.82,6.00
4628,OTHER,1.02,4.00
4629,OTHER,0.98,6.00
4630,OTHER,1.01,6.00
4631,OTHER,1.03,6.00
4632,OTHER,0.65,4.00
4633,OTHER,0.46,3.00
4634,OTHER,1.50,7.00
4635,OTHER,0.46,5.00
4636,OTHER,0.48,5.00
4637,OTHER,0.46,5.00
4638,OTHER,0.46,5.00
4639,OTHER,0.65,8.00
4640,OTHER,0.46,8.00
4641,OTHER,1.54,5.00
4642,OTHER,0.44,5.00
4643,OTHER,0.45,5.00
4644,OTHER,1.01,5.00
4645,OTHER,1.08,5.00
4646,OTHER,0.65,5.00
4647,OTHER,0.72,5.00
4648,OTHER,2.02,7.00
4649,OTHER,0.36,7.00
4650,OTHER,1.03,5.00
4651,OTHER,1.50,5.00
4652,OTHER,2.03,8.00
4653,OTHER,1.56,5.00
4654,OTHER,2.13,5.00
4655,OTHER,1.52,5.00
4656,OTHER,0.47,5.00
4657,OTHER,0.75,5.00
4658,OTHER,2.12,5.00
4659,OTHER,1.03,5.00
4660,OTHER,0.98,5.00
4661,OTHER,0.47,5.00
4662,OTHER,0.46,5.00
4663,OTHER,0.41,2.50
4664,OTHER,0.42,2.00
4665,OTHER,0.50,3.00
4666,OTHER,0.59,3.00
4667,OTHER,0.39,3.00
4668,OTHER,1.81,3.00
4669,OTHER,0.49,2.00
4670,OTHER,1.11,3.00
4671,OTHER,0.31,3.00
4672,OTHER,0.59,3.00
4673,OTHER,1.99,4.00
4674,OTHER,1.00,4.00
4675,OTHER,1.00,4.00
4676,OTHER,0.46,4.00
4677,OTHER,0.98,4.00
4678,OTHER,1.01,4.00
4679,OTHER,0.48,4.00
4680,OTHER,1.00,4.00
4681,OTHER,1.00,4.00
4682,OTHER,1.51,4.00
4683,OTHER,1.00,4.00
4684,OTHER,2.00,4.00
4685,OTHER,0.59,4.00
4686,OTHER,0.49,4.00
4687,OTHER,0.69,4.00
4688,OTHER,0.49,4.00
4689,OTHER,0.29,4.00
4690,OTHER,0.99,4.00
4691,OTHER,0.36,4.00
4692,OTHER,0.80,4.00
4693,OTHER,1.01,4.00
4694,OTHER,0.48,2.00
4695,OTHER,0.52,3.00
4696,OTHER,0.58,3.00
4697,OTHER,0.48,3.00
4698,OTHER,1.25,4.00
4699,OTHER,2.31,8.00
4700,OTHER,1.02,5.00
4701,OTHER,1.52,3.00
4702,OTHER,0.92,6.00
4703,OTHER,1.84,6.00
4704,OTHER,0.54,5.00
4705,OTHER,0.86,4.00
4706,OTHER,0.82,3.00
4707,OTHER,0.45,4.00
4708,OTHER,0.69,4.00
4709,OTHER,0.43,4.00
4710,OTHER,0.63,5.00
4711,OTHER,0.46,5.00
4712,OTHER,0.65,5.00
4713,OTHER,0.92,5.00
4714,OTHER,0.65,5.00
4715,OTHER,0.92,5.00
4716,OTHER,0.36,5.00
4717,OTHER,0.86,5.00
4718,OTHER,0.62,5.00
4719,OTHER,0.55,5.00
4720,OTHER,0.46,5.00
4721,OTHER,0.55,5.00
4722,OTHER,0.65,5.00
4723,OTHER,0.50,5.00
4724,OTHER,0.70,5.00
4725,OTHER,0.85,5.00
4726,OTHER,0.75,5.00
4727,OTHER,0.65,5.00
4728,OTHER,0.65,5.00
4729,OTHER,0.56,5.00
4730,OTHER,0.56,4.00
4731,OTHER,0.92,4.00
4732,OTHER,0.52,5.00
4733,OTHER,0.62,5.00
4734,OTHER,0.44,5.00
4735,OTHER,0.52,5.00
4736,OTHER,0.45,5.00
4737,OTHER,0.42,5.00
4738,OTHER,0.62,5.00
4739,OTHER,0.34,5.00
4740,OTHER,0.62,5.00
4741,OTHER,1.05,5.00
4742,OTHER,1.02,5.00
4743,OTHER,1.05,5.00
4744,OTHER,0.88,5.00
4745,OTHER,0.96,5.00
4746,OTHER,0.96,5.00
4747,OTHER,0.92,5.00
4748,OTHER,0.66,7.00
4749,OTHER,0.45,3.00
4750,OTHER,0.62,3.00
4751,OTHER,0.55,3.00
4752,OTHER,0.62,3.00
4753,OTHER,0.45,3.00
4754,OTHER,1.02,5.00
4755,OTHER,1.52,6.00
4756,OTHER,2.05,8.00
4757,OTHER,1.23,8.00
4758,OTHER,1.04,5.00
4759,OTHER,0.56,5.00
4760,OTHER,0.84,5.00
4761,OTHER,2.65,4.00
4762,OTHER,1.32,6.00
4763,OTHER,1.05,6.00
4764,OTHER,0.65,6.00
4765,OTHER,1.32,6.00
4766,OTHER,1.32,6.00
4767,OTHER,1.02,6.00
4768,OTHER,0.96,6.00
4769,OTHER,0.65,6.00
4770,OTHER,0.88,6.00
4771,OTHER,0.88,6.00
4772,OTHER,0.54,4.00
4773,PIPAL,0.88,4.00
4774,PIPAL,1.48,2.00
4775,PIPAL,1.56,5.00
4776,SAGUN,1.52,10.00
4777,SAGUN,1.26,12.00
4778,Samra,0.60,4.00
4779,Samra,0.40,8.00
4780,Samsa,0.50,15.00
4781,Sargvi,0.82,8.00
4782,SEMOR,0.81,4.00
4783,SERISH,0.94,8.00
4784,SERISH,1.20,6.00
4785,SERISH,0.94,8.00
4786,SERISH,1.24,10.00
4787,SERISH,0.62,6.00
4788,SERISH,0.92,8.00
4789,SERISH,0.71,2.00
4790,SERISH,0.79,4.00
4791,SERISH,0.65,10.00
4792,SESUM,0.81,2.00
4793,SESUM,0.48,3.00
4794,SESUM,0.69,3.00
4795,SESUM,0.29,2.00
4796,SUBABUL,0.62,6.00
4797,SUBABUL,0.68,10.00
4798,SUBABUL,1.12,12.00
4799,SUBABUL,1.54,12.00
4800,SUBABUL,2.42,12.00
4801,SUBABUL,0.82,6.00
4802,SUBABUL,0.53,4.00
4803,SUBABUL,0.88,6.00
4804,SUBABUL,0.98,7.00
4805,SUBABUL,0.46,7.00
4806,SUBABUL,0.45,5.00
4807,SUBABUL,0.42,5.00
4808,SUBABUL,1.32,10.00
4809,SUBABUL,1.02,10.00
4810,SUBABUL,1.05,10.00
4811,SUBABUL,1.02,10.00
4812,SUBABUL,1.05,10.00
4813,SUBABUL,0.88,10.00
4814,SUBABUL,0.96,10.00
4815,SUBABUL,0.65,10.00
4816,SUBABUL,0.88,10.00
4817,SUBABUL,0.88,10.00
4818,SUBABUL,0.96,10.00
4819,SUBABUL,0.65,10.00
4820,SUBABUL,1.32,10.00
4821,SUBABUL,1.02,10.00
4822,SUBABUL,0.65,10.00
4823,SUBABUL,0.88,10.00
4824,SUBABUL,0.96,10.00
4825,SUBABUL,0.65,10.00
4826,SUBABUL,1.02,10.00
4827,SUBABUL,1.05,10.00
4828,SUBABUL,1.32,10.00
4829,SUBABUL,1.02,10.00
4830,SUBABUL,1.05,10.00
4831,SUBABUL,0.88,10.00
4832,SUBABUL,0.96,10.00
4833,SUBABUL,0.65,10.00
4834,SUBABUL,1.32,10.00
4835,SUBABUL,0.88,10.00
4836,SUBABUL,0.96,10.00
4837,SUBABUL,0.65,10.00
4838,SUBABUL,0.88,10.00
4839,SUBABUL,0.96,10.00
4840,SUBABUL,0.65,10.00
4841,SUBABUL,1.32,10.00
4842,SUBABUL,0.88,10.00
4843,SUBABUL,0.96,10.00
4844,SUBABUL,0.65,10.00
4845,SUBABUL,1.32,10.00
4846,SUBABUL,1.02,10.00
4847,SUBABUL,1.05,10.00
4848,SUBABUL,1.05,10.00
4849,SUBABUL,0.88,10.00
4850,SUBABUL,0.96,10.00
4851,SUBABUL,0.65,10.00
4852,SUBABUL,0.88,10.00
4853,SUBABUL,0.88,10.00
4854,SUBABUL,0.96,10.00
4855,SUBABUL,0.65,10.00
4856,SUBABUL,1.32,10.00
4857,SUBABUL,1.02,10.00
4858,SUBABUL,1.05,10.00
4859,SUBABUL,1.32,10.00
4860,SUBABUL,1.02,10.00
4861,SUBABUL,1.05,10.00
4862,SUBABUL,1.02,10.00
4863,SUBABUL,1.05,10.00
4864,SUBABUL,0.88,10.00
4865,SUBABUL,0.65,10.00
4866,TENDU,1.54,6.00
4867,TENDU,1.14,10.00
4868,TENDU,0.86,7.00
4869,TENDU,0.38,7.00
4870,TENDU,0.68,7.00
4871,TENDU,0.64,4.00
4872,TENDU,0.86,10.00
4873,TENDU,0.94,10.00
4874,TENDU,1.24,6.00
4875,TENDU,0.62,8.00
4876,TENDU,0.85,6.00
4877,TENDU,0.45,6.00
4878,TENDU,0.65,6.00
4879,TENDU,0.56,6.00
4880,TENDU,0.69,6.00
4881,TENDU,0.65,6.00
4882,TENDU,0.64,6.00
4883,TENDU,1.12,6.00
4884,TENDU,1.54,6.00
4885,TENDU,1.44,6.00
4886,TENDU,1.54,4.00
4887,TENDU,0.95,3.00
4888,TENDU,0.94,8.00
4889,TENDU,1.94,4.00
4890,TENDU,0.68,4.00
4891,TENDU,0.65,10.00
4892,TENDU,1.14,6.00
4893,TENDU,2.18,10.00
4894,TENDU,0.82,5.00
4895,TENDU,1.20,4.00
4896,TENDU,0.82,10.00
4897,TENDU,1.02,4.00
4898,TENDU,0.65,5.00
4899,TENDU,0.65,6.00
4900,TENDU,1.02,6.00
4901,TENDU,0.82,8.00
4902,TENDU,1.52,4.00
4903,TENDU,0.98,6.00
4904,TENDU,1.20,6.00
4905,TENDU,0.62,6.00
4906,TENDU,1.02,6.00
4907,TENDU,0.89,6.00
4908,TENDU,1.04,6.00
4909,TENDU,2.02,10.00
4910,TENDU,1.02,4.00
4911,TENDU,1.58,8.00
4912,TENDU,2.24,6.00
4913,TENDU,1.84,6.00
4914,TENDU,1.05,6.00
4915,TENDU,0.96,6.00
4916,TENDU,2.04,6.00
4917,TENDU,2.01,4.00
4918,TENDU,0.31,2.00
4919,TENDU,0.90,4.00
4920,TENDU,1.11,4.00
4921,TENDU,0.71,4.00
4922,TENDU,1.03,3.00
4923,TENDU,0.60,3.00
4924,TENDU,0.48,2.50
4925,TENDU,1.12,3.00
4926,TENDU,1.50,5.00
4927,TENDU,1.51,4.00
4928,TENDU,0.71,3.00
4929,TENDU,0.41,2.00
4930,TENDU,0.70,3.00
4931,TENDU,1.09,3.00
4932,TENDU,1.08,3.00
4933,TENDU,1.03,3.00
4934,TENDU,0.99,3.00
4935,TENDU,0.66,3.00
4936,TENDU,0.99,4.00
4937,TENDU,0.81,4.00
4938,TENDU,1.32,6.00
4939,TENDU,2.56,6.00
4940,TENDU,1.02,4.00
4941,TENDU,0.48,3.00
4942,TENDU,0.32,2.00
4943,TENDU,0.41,2.00
4944,TENDU,0.84,4.00
4945,TENDU,0.96,4.00
4946,TENDU,0.86,4.00
4947,TENDU,0.78,4.00
4948,TENDU,1.38,4.00
4949,TENDU,0.76,4.00
4950,TENDU,1.34,6.00
4951,TENDU,0.92,4.00
4952,TENDU,1.22,6.00
4953,TENDU,1.02,4.00
4954,TENDU,0.34,5.00
4955,TENDU,1.12,6.00
4956,TENDU,1.36,6.00
4957,TENDU,0.82,4.00
4958,TENDU,0.62,4.00
4959,TENDU,0.88,6.00
4960,TENDU,0.62,5.00
4961,Vilasti Emli,0.80,8.00
